E,Tau,Trate,nok,TrainRsq,TestRsq,TrainRmse,TestRmse
10,24,0.7,5,0.275052,0.240620,0.473099,0.368184
10,24,0.7,6,0.268830,0.234670,0.475125,0.369623
10,24,0.7,7,0.286620,0.237783,0.469310,0.368871
10,24,0.7,8,0.299406,0.212619,0.465085,0.374910
10,24,0.7,9,0.148735,0.019726,0.512662,0.418320
10,24,0.7,10,0.301795,0.212931,0.464291,0.374836
10,24,0.7,11,0.333952,0.212306,0.453473,0.374985
10,24,0.7,12,0.331214,0.223828,0.454404,0.372232
10,24,0.7,13,0.326505,0.208638,0.456001,0.375857
10,24,0.7,14,0.277694,-0.000659,0.472237,0.422647
10,24,0.7,15,0.216871,0.108838,0.491718,0.398853
10,24,0.8,5,0.274600,0.230214,0.513214,0.309427
10,24,0.8,6,0.270078,0.210821,0.514812,0.313300
10,24,0.8,7,0.285014,0.246260,0.509517,0.306185
10,24,0.8,8,0.292475,0.213439,0.506852,0.312780
10,24,0.8,9,0.149924,-0.052816,0.555570,0.361867
10,24,0.8,10,0.290870,0.216988,0.507426,0.312073
10,24,0.8,11,0.296121,0.230059,0.505544,0.309458
10,24,0.8,12,0.323998,0.245155,0.495432,0.306409
10,24,0.8,13,0.316821,0.186586,0.498055,0.318074
10,24,0.8,14,0.311756,0.205865,0.499898,0.314282
10,24,0.8,15,0.223608,0.098272,0.530947,0.334897
10,24,0.9,5,0.228514,0.305108,0.567993,0.218907
10,24,0.9,6,0.256387,0.363082,0.557638,0.209576
10,24,0.9,7,0.301028,0.340670,0.540641,0.213232
10,24,0.9,8,0.282462,0.380598,0.547774,0.206674
10,24,0.9,9,0.323516,0.363568,0.531873,0.209496
10,24,0.9,10,0.286229,0.341112,0.546334,0.213160
10,24,0.9,11,0.330634,0.300725,0.529067,0.219596
10,24,0.9,12,0.290644,0.252903,0.544642,0.226981
10,24,0.9,13,0.296918,0.380403,0.542228,0.206707
10,24,0.9,14,0.271525,0.357879,0.551933,0.210431
10,24,0.9,15,0.347271,0.361397,0.522451,0.209853
